"day","geoid","cases","cases_avg","cases_avg_per_100k","deaths","deaths_avg","deaths_avg_per_100k","total_vaccinations","people_vaccinated","people_fully_vaccinated"
"2023-01-14","USA","3904","61158.03","18.43","26","566.9","0.17","669367918","268887490","229815762"
"2023-01-15","USA","3735","61000.82","18.38","1","563.88","0.17","669415509","268895977","229820112"
"2023-01-16","USA","8408","59259.68","17.86","11","562.16","0.17","669528573","268912740","229831088"
"2023-01-17","USA","58642","58478.08","17.62","737","536.74","0.16","669679540","268936075","229847304"
"2023-01-18","USA","145161","54104.77","16.31","1482","482.37","0.15","669826716","268959325","229862779"
"2023-01-19","USA","67929","50928.23","15.35","814","498.38","0.15","669967935","268982388","229877834"
"2023-01-20","USA","82833","47343.1","14.27","920","498.47","0.15","670125256","269007301","229894257"
"2023-01-21","USA","2473","47328.24","14.26","7","498.19","0.15","670190219","269018905","229900878"
"2023-01-22","USA","4953","47289.96","14.25","9","488.79","0.15","670221095","269025413","229903884"
"2023-01-23","USA","32412","46417.66","13.99","270","486.78","0.15","670340666","269045608","229916494"
"2023-01-24","USA","31773","45656.47","13.76","701","542.32","0.16","670463588","269065629","229930212"
"2023-01-25","USA","113283","46920","14.14","1243","547.72","0.17","670578583","269085696","229943308"
"2023-01-26","USA","78852","46306.32","13.96","804","548.35","0.17","670699113","269106298","229956965"
"2023-01-27","USA","14171","46204.35","13.92","179","520.95","0.16","670830072","269127477","229972005"
"2023-01-28","USA","2200","46096.48","13.89","7","520.95","0.16","670882585","269137188","229977886"
"2023-01-29","USA","4424","46020.91","13.87","4","520.67","0.16","670909681","269143355","229980890"
"2023-01-30","USA","30449","45791.33","13.8","185","506.28","0.15","671010721","269161666","229992299"
"2023-01-31","USA","31067","45235.52","13.63","588","490.18","0.15","671113219","269179403","230004242"
"2023-02-01","USA","109666","41770.73","12.59","973","452.62","0.14","671212866","269196837","230015989"
"2023-02-02","USA","67603","41411.53","12.48","692","462.1","0.14","671312243","269214379","230028011"
"2023-02-03","USA","64375","40685.46","12.26","1162","458.59","0.14","671423970","269233663","230041772"
"2023-02-04","USA","2896","40679.52","12.26","9","458.27","0.14","671470458","269242863","230047401"
"2023-02-05","USA","2718","40473.39","12.2","0","458.27","0.14","671495506","269248683","230050328"
"2023-02-06","USA","24780","39329.73","11.85","201","454.05","0.14","671589596","269266595","230061414"
"2023-02-07","USA","31892","39459.92","11.89","677","462.69","0.14","671684807","269283885","230072890"
"2023-02-08","USA","112192","39977.77","12.05","1002","460.3","0.14","671778135","269300619","230084276"
"2023-02-09","USA","68999","39918.29","12.03","788","460.62","0.14","671869542","269316910","230095727"
"2023-02-10","USA","14142","39711.57","11.97","162","449.15","0.14","671969526","269334056","230108315"
"2023-02-11","USA","1902","39669.72","11.96","11","449.38","0.14","672011939","269342387","230113334"
"2023-02-12","USA","3127","39549.08","11.92","13","441.56","0.13","672030694","269346716","230115461"
"2023-02-13","USA","24468","38925.58","11.73","213","451.63","0.14","672110032","269361531","230124894"
"2023-02-14","USA","27526","39209.37","11.82","390","427.52","0.13","672184132","269375429","230134193"
"2023-02-15","USA","102914","37840.26","11.4","903","426.74","0.13","672267033","269390813","230144802"
"2023-02-16","USA","70512","37774.69","11.38","647","398.3","0.12","672346061","269405668","230154575"
"2023-02-17","USA","46091","37160.05","11.2","728","383.5","0.12","672434501","269421355","230165457"
"2023-02-18","USA","4071","37428.79","11.28","8","381.04","0.11","672468591","269428388","230169385"
"2023-02-19","USA","2807","36499.78","11","8","380.79","0.11","672486324","269432480","230171334"
"2023-02-20","USA","8447","35465.98","10.69","55","378.36","0.11","672548661","269444000","230178741"
"2023-02-21","USA","29117","35918.63","10.83","308","365.17","0.11","672624669","269458620","230188509"
"2023-02-22","USA","127499","35670.77","10.75","854","341.1","0.1","672696611","269472215","230197738"
"2023-02-23","USA","64478","34679.48","10.45","520","330.3","0.1","672767310","269486032","230206765"
"2023-02-24","USA","11171","34517.57","10.4","82","327.65","0.1","672846343","269500596","230217119"
"2023-02-25","USA","1527","34127.59","10.29","13","328.08","0.1","672878203","269507336","230220972"
"2023-02-26","USA","2318","34036.02","10.26","1","327.44","0.1","672894784","269511249","230222906"
"2023-02-27","USA","18147","34076.79","10.27","28","319.38","0.1","672966752","269525592","230232062"
"2023-02-28","USA","28351","34451.58","10.38","1823","444.95","0.13","673038761","269539415","230241646"
"2023-03-01","USA","89261","32430.01","9.77","818","510.19","0.15","673110198","269553579","230251267"
"2023-03-02","USA","62111","32332.99","9.74","632","540.81","0.16","673180440","269567640","230260424"
"2023-03-03","USA","69509","33997.63","10.25","702","539.66","0.16","673258607","269582647","230271123"
"2023-03-04","USA","1671","33996.63","10.25","10","537.5","0.16","673290317","269589314","230275005"
"2023-03-05","USA","1567","33949.33","10.23","0","537.5","0.16","673306999","269593370","230277012"
"2023-03-06","USA","14774","33125.66","9.98","96","521.56","0.16","673373725","269606991","230285602"
"2023-03-07","USA","23808","32398.94","9.76","322","387.55","0.12","673441497","269620435","230294436"
"2023-03-08","USA","63372","30461.98","9.18","619","323.5","0.1","673507961","269633723","230303450"
"2023-03-09","USA","55547","29558.21","8.91","1441","401.26","0.12","673573609","269646743","230312231"
"2023-03-10","USA","10161","29497.88","8.89","51","393.19","0.12","673645633","269660987","230322165"
"2023-03-11","USA","1489","29472.02","8.88","6","393.05","0.12","673675506","269667931","230325739"
"2023-03-12","USA","1005","29456.74","8.88","-1","393.05","0.12","673691159","269672126","230327518"
"2023-03-13","USA","13115","28712.7","8.65","103","380.51","0.11","673752611","269684878","230335252"
"2023-03-14","USA","20174","28312.88","8.53","239","386.95","0.12","673812827","269697452","230343260"
"2023-03-15","USA","137629","27441.55","8.27","712","413.6","0.12","673876699","269710822","230351559"
"2023-03-16","USA","54460","26496.42","7.99","439","353.42","0.11","673938204","269723484","230359757"
"2023-03-17","USA","18756","23068.36","6.95","363","333.49","0.1","674004866","269737251","230368503"
"2023-03-18","USA","1175","23049.36","6.95","2","333.64","0.1","674031936","269743760","230371710"
"2023-03-19","USA","1424","22338.34","6.73","0","333.64","0.1","674046252","269747896","230373359"
"2023-03-20","USA","9787","22590.73","6.81","138","289.82","0.09","674106474","269761341","230381231"
"2023-03-21","USA","18373","22390.54","6.75","213","282.61","0.09","674166233","269774130","230389415"
"2023-03-22","USA","51812","20771.15","6.26","736","257.28","0.08","674225438","269786894","230397442"
"2023-03-23","USA","45146","19507.81","5.88","430","255.3","0.08","674283757","269799107","230405361"
